Call ID,Timestamp,Customer ID,Customer Segment,Call Type,Call Duration (minutes),Customer Satisfaction Rating,Issue Category,Transcript,Keywords/Topics Discussed,Resolution Status,Action Taken,Sales Opportunity Identified,Optimization Opportunity Identified
1,2023-05-04 09:05:00,CUST001,Residential,Technical,20,4,Service Interruption,Customer reported internet outage in the area, seeking ETA for resolution.,Internet, Outage, ETA,Yes,Dispatched technician for onsite visit,No,Yes
147,2023-09-25 08:50:00,CUST147,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
148,2023-09-26 15:00:00,CUST148,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
149,2023-09-27 10:55:00,CUST149,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
150,2023-09-28 09:45:00,CUST150,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
151,2023-09-29 14:20:00,CUST151,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
152,2023-09-30 11:40:00,CUST152,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
153,2023-10-01 08:25:00,CUST153,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
154,2023-10-02 15:15:00,CUST154,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
155,2023-10-03 10:30:00,CUST155,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
156,2023-10-04 09:15:00,CUST156,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
157,2023-10-05 14:20:00,CUST157,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
158,2023-10-06 11:50:00,CUST158,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
159,2023-10-07 08:40:00,CUST159,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
160,2023-10-08 14:45:00,CUST160,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
161,2023-10-09 11:20:00,CUST161,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
162,2023-10-10 08:50:00,CUST162,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
163,2023-10-11 15:00:00,CUST163,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
164,2023-10-12 10:55:00,CUST164,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
165,2023-10-13 09:45:00,CUST165,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
166,2023-10-14 14:20:00,CUST166,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
167,2023-10-15 11:40:00,CUST167,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
168,2023-10-16 08:25:00,CUST168,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
169,2023-10-17 15:15:00,CUST169,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
170,2023-10-18 10:30:00,CUST170,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
171,2023-10-19 09:15:00,CUST171,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
172,2023-10-20 14:20:00,CUST172,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
173,2023-10-21 11:50:00,CUST173,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
174,2023-10-22 08:40:00,CUST174,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
175,2023-10-23 14:45:00,CUST175,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
176,2023-10-24 11:20:00,CUST176,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
177,2023-10-25 08:50:00,CUST177,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
178,2023-10-26 15:00:00,CUST178,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
179,2023-10-27 10:55:00,CUST179,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
180,2023-10-28 09:45:00,CUST180,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
181,2023-10-29 14:20:00,CUST181,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
182,2023-10-30 11:40:00,CUST182,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
183,2023-10-31 08:25:00,CUST183,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
184,2023-11-01 15:15:00,CUST184,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
185,2023-11-02 10:30:00,CUST185,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
186,2023-11-03 09:15:00,CUST186,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
187,2023-11-04 14:20:00,CUST187,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
188,2023-11-05 11:50:00,CUST188,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
189,2023-11-06 08:40:00,CUST189,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
190,2023-11-07 14:45:00,CUST190,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
191,2023-11-08 11:20:00,CUST191,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
192,2023-11-09 08:50:00,CUST192,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
193,2023-11-10 15:00:00,CUST193,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
194,2023-11-11 10:55:00,CUST194,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
195,2023-11-12 09:45:00,CUST195,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
196,2023-11-13 14:20:00,CUST196,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
197,2023-11-14 11:40:00,CUST197,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
198,2023-11-15 08:25:00,CUST198,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
199,2023-11-16 15:15:00,CUST199,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
200,2023-11-17 10:30:00,CUST200,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
201,2023-11-18 09:15:00,CUST201,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
202,2023-11-19 14:20:00,CUST202,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
203,2023-11-20 11:50:00,CUST203,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
204,2023-11-21 08:40:00,CUST204,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
205,2023-11-22 14:45:00,CUST205,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
206,2023-11-23 11:20:00,CUST206,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
207,2023-11-24 08:50:00,CUST207,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
208,2023-11-25 15:00:00,CUST208,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
209,2023-11-26 10:55:00,CUST209,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
210,2023-11-27 09:45:00,CUST210,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
211,2023-11-28 14:20:00,CUST211,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
212,2023-11-29 11:40:00,CUST212,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
213,2023-11-30 08:25:00,CUST213,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
214,2023-12-01 15:15:00,CUST214,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
215,2023-12-02 10:30:00,CUST215,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
216,2023-12-03 09:15:00,CUST216,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
217,2023-12-04 14:20:00,CUST217,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
218,2023-12-05 11:50:00,CUST218,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
219,2023-12-06 08:40:00,CUST219,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
220,2023-12-07 14:45:00,CUST220,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
221,2023-12-08 11:20:00,CUST221,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
222,2023-12-09 08:50:00,CUST222,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
223,2023-12-10 15:00:00,CUST223,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
224,2023-12-11 10:55:00,CUST224,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
225,2023-12-12 09:45:00,CUST225,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
226,2023-12-13 14:20:00,CUST226,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
227,2023-12-14 11:40:00,CUST227,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
228,2023-12-15 08:25:00,CUST228,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
229,2023-12-16 15:15:00,CUST229,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
230,2023-12-17 10:30:00,CUST230,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
231,2023-12-18 09:15:00,CUST231,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
232,2023-12-19 14:20:00,CUST232,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
233,2023-12-20 11:50:00,CUST233,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
234,2023-12-21 08:40:00,CUST234,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
235,2023-12-22 14:45:00,CUST235,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
236,2023-12-23 11:20:00,CUST236,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
237,2023-12-24 08:50:00,CUST237,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
238,2023-12-25 15:00:00,CUST238,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
239,2023-12-26 10:55:00,CUST239,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
240,2023-12-27 09:45:00,CUST240,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
241,2023-12-28 14:20:00,CUST241,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
242,2023-12-29 11:40:00,CUST242,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
243,2023-12-30 08:25:00,CUST243,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
244,2023-12-31 15:15:00,CUST244,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
245,2024-01-01 10:30:00,CUST245,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
246,2024-01-02 09:15:00,CUST246,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
247,2024-01-03 14:20:00,CUST247,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
248,2024-01-04 11:50:00,CUST248,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
249,2024-01-05 08:40:00,CUST249,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
250,2024-01-06 14:45:00,CUST250,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
251,2024-01-07 11:20:00,CUST251,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
252,2024-01-08 08:50:00,CUST252,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
253,2024-01-09 15:00:00,CUST253,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
254,2024-01-10 10:55:00,CUST254,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
255,2024-01-11 09:45:00,CUST255,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
256,2024-01-12 14:20:00,CUST256,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
257,2024-01-13 11:40:00,CUST257,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
258,2024-01-14 08:25:00,CUST258,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
259,2024-01-15 15:15:00,CUST259,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
260,2024-01-16 10:30:00,CUST260,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
261,2024-01-17 09:15:00,CUST261,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
262,2024-01-18 14:20:00,CUST262,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
263,2024-01-19 11:50:00,CUST263,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
264,2024-01-20 08:40:00,CUST264,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
265,2024-01-21 14:45:00,CUST265,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
266,2024-01-22 11:20:00,CUST266,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
267,2024-01-23 08:50:00,CUST267,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
268,2024-01-24 15:00:00,CUST268,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
269,2024-01-25 10:55:00,CUST269,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
270,2024-01-26 09:45:00,CUST270,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
271,2024-01-27 14:20:00,CUST271,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
272,2024-01-28 11:40:00,CUST272,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
273,2024-01-29 08:25:00,CUST273,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
274,2024-01-30 15:15:00,CUST274,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
275,2024-01-31 10:30:00,CUST275,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
276,2024-02-01 09:15:00,CUST276,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
277,2024-02-02 14:20:00,CUST277,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
278,2024-02-03 11:50:00,CUST278,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
279,2024-02-04 08:40:00,CUST279,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
280,2024-02-05 14:45:00,CUST280,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
281,2024-02-06 11:20:00,CUST281,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
282,2024-02-07 08:50:00,CUST282,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
283,2024-02-08 15:00:00,CUST283,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
284,2024-02-09 10:55:00,CUST284,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
285,2024-02-10 09:45:00,CUST285,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
286,2024-02-11 14:20:00,CUST286,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
287,2024-02-12 11:40:00,CUST287,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
288,2024-02-13 08:25:00,CUST288,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
289,2024-02-14 15:15:00,CUST289,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
290,2024-02-15 10:30:00,CUST290,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
291,2024-02-16 09:15:00,CUST291,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
